X,Y,ID,Ottawa__Police_Division,Ottawa_Police_Sector,Report_Date,Incident_StartDate,Incident_EndDate,Weekday,Location_Type,Primary_Offence,ONS_Neighbourhood_2019,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Colour,Bicycle_Speed,X,Y,Census_Tract_Unique_ID,Census_Tract_Name,Object_ID,OBJECTID
368047.9721,5032233.52,5126,Central,24,9-Sep-17,9-Sep-17,9-Sep-17,7,Bar/ Coffee/ Restaurant,THEFT<BICYCLE,Byward Market,Stolen,700,DEVINCI,UNKNOWN,HYBRID,WOMEN'S,White,1,368047.9721,5032233.52,5050054,54,5126,5125
368020.7041,5032211.584,5127,Central,24,13-Sep-17,12-Sep-17,13-Sep-17,3,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,100,UNKNOWN,UNKNOWN,MOUNTAIN,UNISEX,White,,368020.7041,5032211.584,5050054,54,5127,5126
367639.7019,5032383.586,5128,Central,24,21-Sep-17,17-Sep-17,20-Sep-17,1,,THEFT<BICYCLE,Byward Market,Stolen,100,SUPERCYCLE,UNKNOWN,MOUNTAIN,UNISEX,N/A,18,367639.7019,5032383.586,5050054,54,5128,5127
368000.703,5032573.587,5129,Central,24,23-Sep-17,23-Sep-17,23-Sep-17,7,,THEFT<BICYCLE,Byward Market,Stolen,600,BRODIE,REMUS,N/A,UNISEX,Grey,1,368000.703,5032573.587,5050054,54,5129,5128
368212.7041,5032607.587,5130,Central,24,26-Sep-17,26-Sep-17,26-Sep-17,3,,THEFT<BICYCLE,Byward Market,Stolen,3500,CANNONDALE,UNKNOWN,RACER,WOMEN'S,Red,18,368212.7041,5032607.587,5050054,54,5130,5129
368462.7049,5032481.586,5131,Central,24,27-Sep-17,27-Sep-17,27-Sep-17,4,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Byward Market,Stolen,240,INFINITY,UNKNOWN,MOUNTAIN,UNISEX,N/A,24,368462.7049,5032481.586,5050053,53,5131,5130
368093.7041,5032419.586,5132,Central,24,30-Sep-17,28-Sep-17,28-Sep-17,5,,THEFT<BICYCLE,Byward Market,Stolen,2000,FUJI,UNKNOWN,HYBRID,MEN'S,Grey,0,368093.7041,5032419.586,5050054,54,5132,5131
367869.2159,5032130.693,5133,Central,24,12-Oct-17,7-Oct-17,7-Oct-17,7,,THEFT<BICYCLE,Byward Market,Stolen,800,SPECIALIZED,2014 SECTEUR EL,RACER,MEN'S,Grey,20,367869.2159,5032130.693,5050054,54,5133,5132
368093.7041,5032419.586,5134,Central,24,15-Oct-17,14-Oct-17,14-Oct-17,7,,THEFT<FRM VEHICL,Byward Market,Stolen,1659,2017 AVAIL,SL 1,OTHER,UNISEX,"Silver, Aluminum, Stainless Steel",11,368093.7041,5032419.586,5050054,54,5134,5133
367999.703,5032961.591,5135,Central,24,17-Oct-17,16-Oct-17,17-Oct-17,2,,THEFT<BICYCLE,Byward Market,Stolen,1200,KHS,FLIGHT 500,TOURING,MEN'S,Grey,24,367999.703,5032961.591,5050055,55,5135,5134
367870.7019,5032783.589,5136,Central,24,30-Oct-17,30-Oct-17,30-Oct-17,2,,THEFT<BICYCLE,Byward Market,Stolen,1000,TREK,UNKNOWN,HYBRID,WOMEN'S,Grey,21,367870.7019,5032783.589,5050055,55,5136,5135
368170.7041,5032679.588,5137,Central,24,14-Nov-17,11-Nov-17,12-Nov-17,7,,THEFT<BICYCLE,Byward Market,Stolen,550,BREEZER,SUBTOWN EX,REGULAR,MEN'S,Brown,8,368170.7041,5032679.588,5050056,56,5137,5136
368257.334,5032531.078,5138,Central,24,1-Dec-17,1-Dec-17,,6,,THEFT<BICYCLE,Byward Market,Stolen,150,GRAN SPORT,UNKNOWN,RACER,MEN'S,Blue,0,368257.334,5032531.078,5050054,54,5138,5137
368330.4897,5032410.746,5139,Central,24,22-Jan-18,22-Jan-18,22-Jan-18,2,,THEFT<BICYCLE,Byward Market,Stolen,600,SCHWINN,UNKNOWN,HYBRID,UNISEX,Black,,368330.4897,5032410.746,5050053,53,5139,5138
368330.4897,5032410.746,5140,Central,24,23-Jan-18,19-Jan-18,22-Jan-18,6,,THEFT<BICYCLE,Byward Market,Stolen,2200,CANNONDALE,FAT CAAD 2,MOUNTAIN,MEN'S,Turquoise,20,368330.4897,5032410.746,5050053,53,5140,5139
367869.2159,5032130.693,5141,Central,24,21-Feb-18,1-Feb-18,17-Feb-18,5,,THEFT<BICYCLE,Byward Market,Stolen,2300,SPECIALIZED,STUMPJUMPER HT,MOUNTAIN,MEN'S,Red,20,367869.2159,5032130.693,5050054,54,5141,5140
367869.2159,5032130.693,5142,Central,24,9-Mar-18,19-Feb-18,23-Feb-18,2,,THEFT<BICYCLE,Byward Market,Stolen,1000,TREK,UNKNOWN,MOUNTAIN,WOMEN'S,Maroon,21,367869.2159,5032130.693,5050054,54,5142,5141
367980.7041,5032349.585,5143,Central,24,11-Apr-18,11-Apr-18,11-Apr-18,4,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,450,CCM,ENDURANCE,RACER,UNISEX,Black,14,367980.7041,5032349.585,5050054,54,5143,5142
368207.454,5032227.182,5144,Central,24,21-Apr-18,21-Apr-18,21-Apr-18,7,,THEFT<BICYCLE,Byward Market,Stolen,,NISHIKI,UNKNOWN,OTHER,MEN'S,Black,5,368207.454,5032227.182,5050054,54,5144,5143
367895.7019,5033189.593,5145,Central,24,1-May-18,8-Apr-18,1-May-18,1,,THEFT<BICYCLE,Byward Market,Stolen,800,NORCO,2016 VHR6,HYBRID,MEN'S,Black,21,367895.7019,5033189.593,5050056,56,5145,5144
368330.4897,5032410.746,5146,Central,24,6-May-18,6-May-18,6-May-18,1,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,,IRON HORSE,UNKNOWN,MOUNTAIN,MEN'S,Black,0,368330.4897,5032410.746,5050053,53,5146,5145
368330.4897,5032410.746,5147,Central,24,11-May-18,6-May-18,6-May-18,1,,THEFT<BICYCLE,Byward Market,Stolen,1700,SCOTT,ASCENT,MOUNTAIN,MEN'S,Black,30,368330.4897,5032410.746,5050053,53,5147,5146
368047.9721,5032233.52,5148,Central,24,12-May-18,11-May-18,11-May-18,6,,THEFT<BICYCLE,Byward Market,Stolen,400,CCM,UNKNOWN,MOUNTAIN,UNISEX,Red,21,368047.9721,5032233.52,5050054,54,5148,5147
367869.2159,5032130.693,5149,Central,24,25-May-18,24-May-18,25-May-18,5,,THEFT<BICYCLE,Byward Market,Stolen,600,MARIN,FAIRFAX SC,REGULAR,MEN'S,Black,21,367869.2159,5032130.693,5050054,54,5149,5148
368020.7041,5032211.584,5150,Central,24,26-May-18,24-May-18,25-May-18,5,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,700,MASI,SPECIALE,TOURING,MEN'S,Yellow,1,368020.7041,5032211.584,5050054,54,5150,5149
367869.2159,5032130.693,5151,Central,24,29-May-18,26-May-18,28-May-18,7,,THEFT<BICYCLE,Byward Market,Stolen,,VENTURE,ROADRUNNER,MOUNTAIN,WOMEN'S,Pink,1,367869.2159,5032130.693,5050054,54,5151,5150
368047.9721,5032233.52,5152,Central,24,3-Jun-18,2-Jun-18,3-Jun-18,7,Dwelling Building/ House,THEFT<BICYCLE,Byward Market,Stolen,250,UNKNOWN,UNKNOWN,HYBRID,UNISEX,Grey,,368047.9721,5032233.52,5050054,54,5152,5151
367869.2159,5032130.693,5153,Central,24,14-Jun-18,29-May-18,,3,Unknown,THEFT<BICYCLE,Byward Market,Stolen,2739.6,CANNONDALE,JEKYLL,MOUNTAIN,MEN'S,Black,22,367869.2159,5032130.693,5050054,54,5153,5152
368093.7041,5032419.586,5154,Central,24,18-Jun-18,18-Jun-18,18-Jun-18,2,,THEFT<BICYCLE,Byward Market,Stolen,800,NORCO,UNKNOWN,HYBRID,MEN'S,Black,,368093.7041,5032419.586,5050054,54,5154,5153
368020.7041,5032211.584,5155,Central,24,19-Jun-18,5-Jun-18,5-Jun-18,3,Unknown,THEFT<BICYCLE,Byward Market,Stolen,2000,SPECIALIZED,ROCK HOPPER,MOUNTAIN,MEN'S,Black,24,368020.7041,5032211.584,5050054,54,5155,5154
368020.7041,5032211.584,5156,Central,24,25-Jun-18,24-Jun-18,24-Jun-18,1,Bar/ Coffee/ Restaurant,THEFT<BICYCLE,Byward Market,Stolen,499.99,FUJI,CAMBRIDGE,REGULAR,WOMEN'S,Gold,1,368020.7041,5032211.584,5050054,54,5156,5155
367732.7019,5032695.589,5157,Central,24,29-Jun-18,28-Jun-18,29-Jun-18,5,,THEFT<BICYCLE,Byward Market,Stolen,800,NORCO,MALAHART,HYBRID,MEN'S,Blue,21,367732.7019,5032695.589,5050055,55,5157,5156
368301.3324,5032758.509,5158,Central,24,4-Jul-18,4-Jul-18,,4,Homeless Shelter,ROBBERY SWARMING,Byward Market,Stolen,,CCM,UNKNOWN,MOUNTAIN,MEN'S,Grey,1,368301.3324,5032758.509,5050056,56,5158,5157
368082.703,5032825.59,5159,Central,24,15-Jul-18,14-Jul-18,15-Jul-18,7,,THEFT<BICYCLE,Byward Market,Stolen,150,NAKAMURA,PRISTINE,REGULAR,CHILD'S,"White, Pink",18,368082.703,5032825.59,,,5159,5158
367957.703,5032640.588,5160,Central,24,20-Jul-18,19-Jul-18,20-Jul-18,5,,THEFT<BICYCLE,Byward Market,Stolen,600,KONA,AL ROVE,HYBRID,MEN'S,Dark Green ,14,367957.703,5032640.588,5050054,54,5160,5159
368282.7479,5032274.584,5161,Central,24,28-Jul-18,28-Jul-18,28-Jul-18,7,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,600,SCOTT,ASPECT 50,MOUNTAIN,UNISEX,Blue,24,368282.7479,5032274.584,5050054,54,5161,5160
367696.3981,5033069.987,5162,Central,24,29-Jul-18,28-Jul-18,28-Jul-18,7,,THEFT<BICYCLE,Byward Market,Stolen,250,WICKED,FALLOUT,MOUNTAIN,MEN'S,Black,21,367696.3981,5033069.987,5050055,55,5162,5161
367687.7019,5032763.59,5163,Central,24,29-Jul-18,28-Jul-18,29-Jul-18,7,,THEFT<BICYCLE,Byward Market,Stolen,300,GIANT,ESCAPE,HYBRID,MEN'S,Black,21,367687.7019,5032763.59,5050055,55,5163,5162
367896.9369,5032410.201,5164,Central,24,10-Aug-18,8-Aug-18,9-Aug-18,4,,THEFT<BICYCLE,Byward Market,Stolen,350,KONA,LANAI,MOUNTAIN,MEN'S,Black,34,367896.9369,5032410.201,5050054,54,5164,5163
368391.0471,5032616.067,5165,Central,24,23-Aug-18,23-Aug-18,,5,Commercial Dwelling Unit,THEFT<BICYCLE,Byward Market,Stolen,,TO BE ADDED,UNKNOWN,REGULAR,WOMEN'S,N/A,0,368391.0471,5032616.067,5050056,56,5165,5164
367858.1239,5033364.752,5166,Central,24,24-Aug-18,23-Aug-18,23-Aug-18,5,Commercial Dwelling Unit,THEFT<BICYCLE,Byward Market,Stolen,600,DEVINCI,ST. TROPEZ,HYBRID,UNISEX,Black,24,367858.1239,5033364.752,5050055,55,5166,5165
367517.7019,5032406.586,5167,Central,24,25-Aug-18,25-Aug-18,25-Aug-18,7,Public Facilities/ Museurm/ Gallery/ Libraries,THEFT<BICYCLE,Byward Market,Stolen,1500,GIANT,ROAD2,RACER,MEN'S,Black,21,367517.7019,5032406.586,5050055,55,5167,5166
367821.703,5032556.587,5168,Central,24,25-Aug-18,25-Aug-18,25-Aug-18,7,,THEFT<BICYCLE,Byward Market,Stolen,500,TREK,UNKNOWN,MOUNTAIN,MEN'S,Black,15,367821.703,5032556.587,5050054,54,5168,5167
368175.2099,5032969.541,5169,Central,24,27-Aug-18,26-Aug-18,27-Aug-18,1,,THEFT<BICYCLE,Byward Market,Stolen,700,GARY FISHER,UNKNOWN,HYBRID,WOMEN'S,Black,10,368175.2099,5032969.541,5050056,56,5169,5168
367869.2159,5032130.693,5170,Central,24,27-Aug-18,27-Aug-18,27-Aug-18,2,,THEFT<BICYCLE,Byward Market,Stolen,700,TREK,MARLIN 6,MOUNTAIN,N/A,Orange,24,367869.2159,5032130.693,5050054,54,5170,5169
367751.5701,5032322.018,5171,Central,24,29-Aug-18,26-Aug-18,28-Aug-18,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,1400,TREK,1.2 ALPHA ROAD,RACER,MEN'S,Black,,367751.5701,5032322.018,5050054,54,5171,5170
367768.9383,5033733.826,5172,Central,24,29-Aug-18,24-Aug-18,24-Aug-18,6,,THEFT<BICYCLE,Byward Market,Stolen,1450,STEVENS,SPECIAL EDITION,MOUNTAIN,MEN'S,Black,27,367768.9383,5033733.826,5050058,58,5172,5171
367858.1239,5033364.752,5173,Central,24,7-Sep-18,7-Sep-18,7-Sep-18,6,Commercial / Corporate Places,THEFT<BICYCLE,Byward Market,Stolen,1000,ECLIPSE,C4 AJAX,MOUNTAIN,MEN'S,Yellow,21,367858.1239,5033364.752,5050055,55,5173,5172
367975.7151,5033246.39,5174,Central,24,12-Sep-18,6-Sep-18,11-Sep-18,5,,THEFT<BICYCLE,Byward Market,Stolen,80,PATHFINDER,CITY EXPRESS (?,HYBRID,UNISEX,White,,367975.7151,5033246.39,5050056,56,5174,5173
368042.7041,5032503.587,5175,Central,24,12-Sep-18,30-Aug-18,31-Aug-18,5,,THEFT<BICYCLE,Byward Market,Recovered,50,GIANT,RAPID,HYBRID,MEN'S,White,18,368042.7041,5032503.587,5050054,54,5175,5174
368330.4897,5032410.746,5176,Central,24,17-Sep-18,16-Sep-18,17-Sep-18,1,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,3000,UNKNOWN,UNKNOWN,RACER,MEN'S,Turquoise,1,368330.4897,5032410.746,5050053,53,5176,5175
367957.703,5032640.588,5177,Central,24,17-Sep-18,16-Sep-18,17-Sep-18,1,,THEFT<BICYCLE,Byward Market,Stolen,300,"DAHON, WIKE",BOARDWALK D8,OTHER,UNISEX,Grey,7,367957.703,5032640.588,5050054,54,5177,5176
368212.7041,5032607.587,5178,Central,24,18-Sep-18,18-Sep-18,18-Sep-18,3,,THEFT<BICYCLE,Byward Market,Stolen,600,CCM,VECTOR,REGULAR,MEN'S,Blue,21,368212.7041,5032607.587,5050054,54,5178,5177
367744.0611,5032209.748,5179,Central,24,22-Sep-18,22-Sep-18,22-Sep-18,7,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,1795,GIANT, OMNIUM,TOURING,MEN'S,Black,21,367744.0611,5032209.748,5050054,54,5179,5178
368082.703,5032825.59,5180,Central,24,12-Oct-18,11-Oct-18,12-Oct-18,5,,THEFT<BICYCLE,Byward Market,Stolen,600,UNKNOWN,UNKNOWN,MOUNTAIN,UNISEX,Black,,368082.703,5032825.59,,,5180,5179
368157.7041,5032315.585,5181,Central,24,6-Nov-18,6-Nov-18,6-Nov-18,3,,THEFT<BICYCLE,Byward Market,Stolen,1500,TREK,520,TOURING,MEN'S,Black,28,368157.7041,5032315.585,5050054,54,5181,5180
367707.526,5032394.497,5182,Central,24,11-Nov-18,11-Nov-18,11-Nov-18,1,,THEFT<BICYCLE,Byward Market,Stolen,699,LIV,BELIV,REGULAR,WOMEN'S,Light Blue,24,367707.526,5032394.497,5050054,54,5182,5181
367896.9369,5032410.201,5183,Central,24,4-Apr-19,2-Apr-19,2-Apr-19,3,,THEFT<BICYCLE,Byward Market,Stolen,650,GIANT,ESCAPE 2,HYBRID,MEN'S,Black,18,367896.9369,5032410.201,5050054,54,5183,5182
368330.4897,5032410.746,5184,Central,24,11-May-19,1-May-19,6-May-19,4,,THEFT<BICYCLE,Byward Market,Stolen,720,GARNEAU,URBANIA 4,HYBRID,MEN'S,Black,,368330.4897,5032410.746,5050053,53,5184,5183
367896.9369,5032410.201,5185,Central,24,12-May-19,11-May-19,12-May-19,7,Bar/ Coffee/ Restaurant,THEFT<BICYCLE,Byward Market,Stolen,158,HYPER,UNKNOWN,MOUNTAIN,UNISEX,"Black, Red",18,367896.9369,5032410.201,5050054,54,5185,5184
368212.7041,5032607.587,5186,Central,24,19-May-19,16-May-19,17-May-19,5,,THEFT<BICYCLE,Byward Market,Stolen,400,GIANT,GT OUTPOST,MOUNTAIN,MEN'S,Red,24,368212.7041,5032607.587,5050054,54,5186,5185
368374.511,5032329.974,5187,Central,24,20-May-19,19-May-19,20-May-19,1,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Byward Market,Stolen,500,UNKNOWN,UNKNOWN,MOUNTAIN,MEN'S,Maroon,6,368374.511,5032329.974,5050053,53,5187,5186
367869.2159,5032130.693,5188,Central,24,26-May-19,26-May-19,26-May-19,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,1650,DEVINCI,AMSTERDAM,HYBRID,MEN'S,"Silver, Aluminum, Stainless Steel",21,367869.2159,5032130.693,5050054,54,5188,5187
367869.2159,5032130.693,5189,Central,24,26-May-19,26-May-19,26-May-19,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,200,NORCO,UNKNOWN,OTHER,MEN'S,Blue,14,367869.2159,5032130.693,5050054,54,5189,5188
367862.703,5032488.587,5190,Central,24,31-May-19,30-May-19,30-May-19,5,,THEFT<BICYCLE,Byward Market,Stolen,600,GIANT,UNKNOWN,MOUNTAIN,MEN'S,Grey,0,367862.703,5032488.587,5050054,54,5190,5189
367687.7019,5032763.59,5191,Central,24,10-Jun-19,10-Jun-19,10-Jun-19,2,Bar/ Coffee/ Restaurant,THEFT<BICYCLE,Byward Market,Stolen,1100,GIANT,AVAIL 3 XS BLAC,RACER,WOMEN'S,Black,,367687.7019,5032763.59,5050055,55,5191,5190
368020.7041,5032211.584,5192,Central,24,11-Jun-19,11-Jun-19,11-Jun-19,3,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,1000,TREKK,?,MOUNTAIN,WOMEN'S,White,,368020.7041,5032211.584,5050054,54,5192,5191
368047.9721,5032233.52,5193,Central,24,12-Jun-19,12-Jun-19,12-Jun-19,4,,THEFT<BICYCLE,Byward Market,Stolen,700,ROCKY MOUNTAIN,2018 RC 10,HYBRID,MEN'S,Black,24,368047.9721,5032233.52,5050054,54,5193,5192
368000.703,5032573.587,5194,Central,24,12-Jun-19,12-Jun-19,12-Jun-19,4,,THEFT<BICYCLE,Byward Market,Stolen,400,GIANT,PEGASUS,HYBRID,UNISEX,Black,,368000.703,5032573.587,5050054,54,5194,5193
367869.2159,5032130.693,5195,Central,24,14-Jun-19,14-Jun-19,14-Jun-19,6,,THEFT<BICYCLE,Byward Market,Stolen,500,LOUIS GARNEAU,ESPACE RS2,HYBRID,MEN'S,Grey,18,367869.2159,5032130.693,5050054,54,5195,5194
367869.2159,5032130.693,5196,Central,24,22-Jun-19,22-Jun-19,22-Jun-19,7,,THEFT<BICYCLE,Byward Market,Stolen,800,TREK,FX3,HYBRID,MEN'S,Red,9,367869.2159,5032130.693,5050054,54,5196,5195
367943.703,5032442.586,5197,Central,24,23-Jun-19,23-Jun-19,23-Jun-19,1,,THEFT<BICYCLE,Byward Market,Stolen,2500,TREK,LEXA,TOURING,WOMEN'S,Black,21,367943.703,5032442.586,5050054,54,5197,5196
368157.7041,5032315.585,5198,Central,24,24-Jun-19,24-Jun-19,24-Jun-19,2,,THEFT<BICYCLE,Byward Market,Stolen,400,INFINITY,UNKNOWN,HYBRID,UNISEX,White,1,368157.7041,5032315.585,5050054,54,5198,5197
368139.7041,5032451.586,5199,Central,24,26-Jun-19,16-Jun-19,23-Jun-19,1,Dwelling Building/ House,THEFT<BICYCLE,Byward Market,Stolen,198,HYPER,UNKNOWN,MOUNTAIN,MEN'S,"Black, Orange",21,368139.7041,5032451.586,5050054,54,5199,5198
367796.7619,5032250.307,5200,Central,24,26-Jun-19,26-Jun-19,26-Jun-19,4,,THEFT<BICYCLE,Byward Market,Stolen,925,CANNONDALE,QUICK DISK 4,HYBRID,WOMEN'S,Pink,27,367796.7619,5032250.307,5050054,54,5200,5199
368020.7041,5032211.584,5201,Central,24,2-Jul-19,2-Jul-19,2-Jul-19,3,,THEFT<BICYCLE,Byward Market,Stolen,950,NORCO,VFR5,HYBRID,WOMEN'S,White,,368020.7041,5032211.584,5050054,54,5201,5200
367896.9369,5032410.201,5202,Central,24,2-Jul-19,1-Jul-19,,2,Parking Lots,THEFT<BICYCLE,Byward Market,Stolen,1099,FATBOY,UNKNOWN,MOUNTAIN,MEN'S,Black,1,367896.9369,5032410.201,5050054,54,5202,5201
367869.2159,5032130.693,5203,Central,24,2-Jul-19,1-Jul-19,2-Jul-19,2,Commercial Dwelling Unit,THEFT<BICYCLE,Byward Market,Stolen,900,RADIO,COMRAD,BMX,MEN'S,Gold,,367869.2159,5032130.693,5050054,54,5203,5202
368157.7041,5032315.585,5204,Central,24,7-Jul-19,7-Jul-19,7-Jul-19,1,,THEFT<BICYCLE,Byward Market,Stolen,550,TREK,MULTIRACK 7000,HYBRID,UNISEX,Dark Blue,7,368157.7041,5032315.585,5050054,54,5204,5203
368301.3324,5032758.509,5205,Central,24,11-Jul-19,9-Jul-19,11-Jul-19,3,,THEFT<BICYCLE,Byward Market,Stolen,300,CCM,UNKNOWN,MOUNTAIN,MEN'S,"Black, White",21,368301.3324,5032758.509,5050056,56,5205,5204
367618.7019,5032528.587,5206,Central,24,15-Jul-19,10-Jul-19,10-Jul-19,4,,THEFT<BICYCLE,Byward Market,Stolen,150,KHS,ALITE 150 (LADI,MOUNTAIN,WOMEN'S,Light Blue,,367618.7019,5032528.587,5050055,55,5206,5205
368213.703,5032921.59,5207,Central,24,15-Jul-19,10-Jul-19,11-Jul-19,4,,B&E RESIDENCE,Byward Market,Stolen,200,LIV,ALIGHT 3,HYBRID,WOMEN'S,"Blue, Trquoise",0,368213.703,5032921.59,5050056,56,5207,5206
367924.7019,5033113.593,5208,Central,24,15-Jul-19,22-Jun-19,13-Jul-19,7,,B&E NON-RESIDENC,Byward Market,Stolen,350,GIANT,ATX 840,MOUNTAIN,MEN'S,"Black, Red",24,367924.7019,5033113.593,,,5208,5207
367912.703,5032713.589,5209,Central,24,16-Jul-19,5-Jul-19,10-Jul-19,6,,THEFT<BICYCLE,Byward Market,Stolen,500,SCHWINN,GTX-2 700 C,MOUNTAIN,WOMEN'S,Red,,367912.703,5032713.589,5050055,55,5209,5208
367869.2159,5032130.693,5210,Central,24,21-Jul-19,21-Jul-19,21-Jul-19,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,1450,NORCO,SEARCH,RACER,MEN'S,Red,22,367869.2159,5032130.693,5050054,54,5210,5209
367869.2159,5032130.693,5211,Central,24,21-Jul-19,21-Jul-19,21-Jul-19,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,1750,NORCO,SEARCH,RACER,UNISEX,Grey,22,367869.2159,5032130.693,5050054,54,5211,5210
368000.703,5032573.587,5212,Central,24,26-Jul-19,26-Jul-19,26-Jul-19,6,,THEFT<BICYCLE,Byward Market,Stolen,500,NORCO,UNKNOWN,TOURING,MEN'S,Black,12,368000.703,5032573.587,5050054,54,5212,5211
368047.9721,5032233.52,5213,Central,24,28-Jul-19,28-Jul-19,,1,,THEFT<BICYCLE,Byward Market,Stolen,850,TREK,MARLIN 5,MOUNTAIN,WOMEN'S,Grey,0,368047.9721,5032233.52,5050054,54,5213,5212
367936.3992,5032332.034,5214,Central,24,4-Aug-19,3-Aug-19,3-Aug-19,7,,THEFT<BICYCLE,Byward Market,Stolen,800,TREK,MARLIN 6,MOUNTAIN,MEN'S,Black,24,367936.3992,5032332.034,5050054,54,5214,5213
368157.7041,5032315.585,5215,Central,24,4-Aug-19,27-Jul-19,27-Jul-19,7,Commercial / Corporate Places,THEFT<BICYCLE,Byward Market,Stolen,363.81,NITROUS SUPERCY,8210-23CT-44418,MOUNTAIN,MEN'S,Black,0,368157.7041,5032315.585,5050054,54,5215,5214
367517.7019,5032406.586,5216,Central,24,5-Aug-19,5-Aug-19,5-Aug-19,2,Public Facilities/ Museurm/ Gallery/ Libraries,THEFT<BICYCLE,Byward Market,Stolen,1500,CANNONDALE,TRAIL SL3 29ER,MOUNTAIN,MEN'S,White,27,367517.7019,5032406.586,5050055,55,5216,5215
367751.5701,5032322.018,5217,Central,24,13-Aug-19,12-Aug-19,12-Aug-19,2,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Byward Market,Stolen,1700,TREK,1500T,RACER,MEN'S,Blue,21,367751.5701,5032322.018,5050054,54,5217,5216
367869.2159,5032130.693,5218,Central,24,23-Aug-19,23-Aug-19,23-Aug-19,6,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Byward Market,Stolen,200,OPUS,LEGATO,TOURING,MEN'S,Blue,,367869.2159,5032130.693,5050054,54,5218,5217
368098.2585,5032157.489,5219,Central,24,5-Sep-19,4-Sep-19,4-Sep-19,4,,THEFT<BICYCLE,Byward Market,Stolen,800,CANNONDALE,UNKNOWN,HYBRID,MEN'S,Grey,,368098.2585,5032157.489,5050054,54,5219,5218
367597.7011,5032919.591,5220,Central,24,6-Sep-19,6-Sep-19,6-Sep-19,6,,THEFT<BICYCLE,Byward Market,Stolen,200,UNKNOWN,FOLDABLE,REGULAR,N/A,"Purple, Lavender, Mauve",,367597.7011,5032919.591,5050055,55,5220,5219
367445.7011,5032829.59,5221,Central,24,13-Sep-19,13-Sep-19,13-Sep-19,6,,THEFT<BICYCLE,Byward Market,Stolen,150,KHS,UNKNOWN,REGULAR,MEN'S,Grey,1,367445.7011,5032829.59,5050055,55,5221,5220
368042.7041,5032503.587,5222,Central,24,23-Sep-19,22-Sep-19,22-Sep-19,1,Parking Lots,THEFT<FRM VEHICL,Byward Market,Stolen,,ELECTRA SPORT,10520D,MOUNTAIN,UNISEX,White,0,368042.7041,5032503.587,5050054,54,5222,5221
368374.511,5032329.974,5223,Central,24,25-Sep-19,24-Sep-19,25-Sep-19,3,,THEFT<BICYCLE,Byward Market,Stolen,500,GARNEAU,CITIZEN-UNO,HYBRID,MEN'S,Black,18,368374.511,5032329.974,5050053,53,5223,5222
367796.7619,5032250.307,5224,Central,24,27-Sep-19,25-Sep-19,26-Sep-19,4,,THEFT<BICYCLE,Byward Market,Stolen,500,UNKNOWN,RALEIGH 5 SPEED,REGULAR,WOMEN'S,Red,5,367796.7619,5032250.307,5050054,54,5224,5223
368212.7041,5032607.587,5225,Central,24,4-Oct-19,4-Oct-19,4-Oct-19,6,,B&E NON-RESIDENC,Byward Market,Stolen,1000,KONA,MAHUNA,MOUNTAIN,MEN'S,Grey,21,368212.7041,5032607.587,5050054,54,5225,5224
367466.7,5033038.593,5226,Central,24,24-Oct-19,22-Oct-19,22-Oct-19,3,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Stolen,150,SCHWINN,KICKER,HYBRID,MEN'S,Black,18,367466.7,5033038.593,5050055,55,5226,5225
367466.7,5033038.593,5227,Central,24,25-Oct-19,16-Oct-19,17-Oct-19,4,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Byward Market,Recovered,677.99,GIANT,ESCAPE,HYBRID,UNISEX,Dark Blue,21,367466.7,5033038.593,5050055,55,5227,5226
